"cle_unique";"colonne";"valeur"
"311";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"311";"nom_du_fichier_html";"13678-INFO-SOC-GLASSDOOR-E379472_P1.html"
"311";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13678-INFO-SOC-GLASSDOOR-E379472_P1.html"
"311";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13678-INFO-SOC-GLASSDOOR-E379472_P1.html"
"312";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"312";"nom_du_fichier_html";"13679-AVIS-SOC-GLASSDOOR-E906809_P1.html"
"312";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13679-AVIS-SOC-GLASSDOOR-E906809_P1.html"
"312";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13679-AVIS-SOC-GLASSDOOR-E906809_P1.html"
"313";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"313";"nom_du_fichier_html";"13679-AVIS-SOC-GLASSDOOR-E906809_P2.html"
"313";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13679-AVIS-SOC-GLASSDOOR-E906809_P2.html"
"313";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13679-AVIS-SOC-GLASSDOOR-E906809_P2.html"
"314";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"314";"nom_du_fichier_html";"13679-INFO-EMP-LINKEDIN-FR-1611009058.html"
"314";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13679-INFO-EMP-LINKEDIN-FR-1611009058.html"
"314";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13679-INFO-EMP-LINKEDIN-FR-1611009058.html"
"315";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"315";"nom_du_fichier_html";"13679-INFO-SOC-GLASSDOOR-E906809_P1.html"
"315";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13679-INFO-SOC-GLASSDOOR-E906809_P1.html"
"315";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13679-INFO-SOC-GLASSDOOR-E906809_P1.html"
"316";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"316";"nom_du_fichier_html";"13680-INFO-EMP-LINKEDIN-FR-1595462315.html"
"316";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13680-INFO-EMP-LINKEDIN-FR-1595462315.html"
"316";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13680-INFO-EMP-LINKEDIN-FR-1595462315.html"
"317";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"317";"nom_du_fichier_html";"13681-INFO-EMP-LINKEDIN-FR-1637893990.html"
"317";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13681-INFO-EMP-LINKEDIN-FR-1637893990.html"
"317";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13681-INFO-EMP-LINKEDIN-FR-1637893990.html"
"318";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"318";"nom_du_fichier_html";"13682-INFO-EMP-LINKEDIN-FR-1569854100.html"
"318";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13682-INFO-EMP-LINKEDIN-FR-1569854100.html"
"318";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13682-INFO-EMP-LINKEDIN-FR-1569854100.html"
"319";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"319";"nom_du_fichier_html";"13683-INFO-EMP-LINKEDIN-FR-1640409256.html"
"319";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13683-INFO-EMP-LINKEDIN-FR-1640409256.html"
"319";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13683-INFO-EMP-LINKEDIN-FR-1640409256.html"
"320";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"320";"nom_du_fichier_html";"13684-INFO-EMP-LINKEDIN-FR-1616553459.html"
"320";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13684-INFO-EMP-LINKEDIN-FR-1616553459.html"
"320";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13684-INFO-EMP-LINKEDIN-FR-1616553459.html"
"321";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"321";"nom_du_fichier_html";"13685-INFO-EMP-LINKEDIN-FR-1638878911.html"
"321";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13685-INFO-EMP-LINKEDIN-FR-1638878911.html"
"321";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13685-INFO-EMP-LINKEDIN-FR-1638878911.html"
"322";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"322";"nom_du_fichier_html";"13686-INFO-EMP-LINKEDIN-FR-1639152129.html"
"322";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13686-INFO-EMP-LINKEDIN-FR-1639152129.html"
"322";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13686-INFO-EMP-LINKEDIN-FR-1639152129.html"
"323";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"323";"nom_du_fichier_html";"13687-INFO-EMP-LINKEDIN-FR-1642799834.html"
"323";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13687-INFO-EMP-LINKEDIN-FR-1642799834.html"
"323";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13687-INFO-EMP-LINKEDIN-FR-1642799834.html"
"324";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"324";"nom_du_fichier_html";"13688-INFO-EMP-LINKEDIN-FR-1605305598.html"
"324";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13688-INFO-EMP-LINKEDIN-FR-1605305598.html"
"324";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13688-INFO-EMP-LINKEDIN-FR-1605305598.html"
"325";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"325";"nom_du_fichier_html";"13689-AVIS-SOC-GLASSDOOR-E2098670_P1.html"
"325";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13689-AVIS-SOC-GLASSDOOR-E2098670_P1.html"
"325";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13689-AVIS-SOC-GLASSDOOR-E2098670_P1.html"
"326";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"326";"nom_du_fichier_html";"13689-AVIS-SOC-GLASSDOOR-E2098670_P2.html"
"326";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13689-AVIS-SOC-GLASSDOOR-E2098670_P2.html"
"326";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13689-AVIS-SOC-GLASSDOOR-E2098670_P2.html"
"327";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"327";"nom_du_fichier_html";"13689-INFO-EMP-LINKEDIN-FR-1609097045.html"
"327";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13689-INFO-EMP-LINKEDIN-FR-1609097045.html"
"327";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13689-INFO-EMP-LINKEDIN-FR-1609097045.html"
"328";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"328";"nom_du_fichier_html";"13689-INFO-SOC-GLASSDOOR-E2098670_P1.html"
"328";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13689-INFO-SOC-GLASSDOOR-E2098670_P1.html"
"328";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13689-INFO-SOC-GLASSDOOR-E2098670_P1.html"
"329";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"329";"nom_du_fichier_html";"13690-INFO-EMP-LINKEDIN-FR-1551287155.html"
"329";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13690-INFO-EMP-LINKEDIN-FR-1551287155.html"
"329";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13690-INFO-EMP-LINKEDIN-FR-1551287155.html"
"330";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"330";"nom_du_fichier_html";"13691-AVIS-SOC-GLASSDOOR-E1130973_P1.html"
"330";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13691-AVIS-SOC-GLASSDOOR-E1130973_P1.html"
"330";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13691-AVIS-SOC-GLASSDOOR-E1130973_P1.html"
"331";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"331";"nom_du_fichier_html";"13691-AVIS-SOC-GLASSDOOR-E1130973_P2.html"
"331";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13691-AVIS-SOC-GLASSDOOR-E1130973_P2.html"
"331";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13691-AVIS-SOC-GLASSDOOR-E1130973_P2.html"
"332";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"332";"nom_du_fichier_html";"13691-INFO-EMP-LINKEDIN-FR-1640196760.html"
"332";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13691-INFO-EMP-LINKEDIN-FR-1640196760.html"
"332";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13691-INFO-EMP-LINKEDIN-FR-1640196760.html"
"333";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"333";"nom_du_fichier_html";"13691-INFO-SOC-GLASSDOOR-E1130973_P1.html"
"333";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13691-INFO-SOC-GLASSDOOR-E1130973_P1.html"
"333";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13691-INFO-SOC-GLASSDOOR-E1130973_P1.html"
"334";"date_heure_de_recuperation";"2025-10-13 16:00:14"
"334";"nom_du_fichier_html";"13692-AVIS-SOC-GLASSDOOR-E929611_P1.html"
"334";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13692-AVIS-SOC-GLASSDOOR-E929611_P1.html"
"334";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13692-AVIS-SOC-GLASSDOOR-E929611_P1.html"
"335";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"335";"nom_du_fichier_html";"13692-AVIS-SOC-GLASSDOOR-E929611_P2.html"
"335";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13692-AVIS-SOC-GLASSDOOR-E929611_P2.html"
"335";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13692-AVIS-SOC-GLASSDOOR-E929611_P2.html"
"336";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"336";"nom_du_fichier_html";"13692-INFO-EMP-LINKEDIN-FR-1538113645.html"
"336";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13692-INFO-EMP-LINKEDIN-FR-1538113645.html"
"336";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13692-INFO-EMP-LINKEDIN-FR-1538113645.html"
"337";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"337";"nom_du_fichier_html";"13692-INFO-SOC-GLASSDOOR-E929611_P1.html"
"337";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13692-INFO-SOC-GLASSDOOR-E929611_P1.html"
"337";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13692-INFO-SOC-GLASSDOOR-E929611_P1.html"
"338";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"338";"nom_du_fichier_html";"13693-AVIS-SOC-GLASSDOOR-E762009_P1.html"
"338";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13693-AVIS-SOC-GLASSDOOR-E762009_P1.html"
"338";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13693-AVIS-SOC-GLASSDOOR-E762009_P1.html"
"339";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"339";"nom_du_fichier_html";"13693-INFO-EMP-LINKEDIN-FR-1573124115.html"
"339";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13693-INFO-EMP-LINKEDIN-FR-1573124115.html"
"339";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13693-INFO-EMP-LINKEDIN-FR-1573124115.html"
"340";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"340";"nom_du_fichier_html";"13693-INFO-SOC-GLASSDOOR-E762009_P1.html"
"340";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13693-INFO-SOC-GLASSDOOR-E762009_P1.html"
"340";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13693-INFO-SOC-GLASSDOOR-E762009_P1.html"
"341";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"341";"nom_du_fichier_html";"13694-INFO-EMP-LINKEDIN-FR-1607883489.html"
"341";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13694-INFO-EMP-LINKEDIN-FR-1607883489.html"
"341";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13694-INFO-EMP-LINKEDIN-FR-1607883489.html"
"342";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"342";"nom_du_fichier_html";"13695-INFO-EMP-LINKEDIN-FR-1584291041.html"
"342";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13695-INFO-EMP-LINKEDIN-FR-1584291041.html"
"342";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13695-INFO-EMP-LINKEDIN-FR-1584291041.html"
"343";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"343";"nom_du_fichier_html";"13696-INFO-EMP-LINKEDIN-FR-1569406855.html"
"343";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13696-INFO-EMP-LINKEDIN-FR-1569406855.html"
"343";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13696-INFO-EMP-LINKEDIN-FR-1569406855.html"
"344";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"344";"nom_du_fichier_html";"13697-INFO-EMP-LINKEDIN-FR-1640599739.html"
"344";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13697-INFO-EMP-LINKEDIN-FR-1640599739.html"
"344";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13697-INFO-EMP-LINKEDIN-FR-1640599739.html"
"345";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"345";"nom_du_fichier_html";"13698-INFO-EMP-LINKEDIN-FR-1596028650.html"
"345";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13698-INFO-EMP-LINKEDIN-FR-1596028650.html"
"345";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13698-INFO-EMP-LINKEDIN-FR-1596028650.html"
"346";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"346";"nom_du_fichier_html";"13699-AVIS-SOC-GLASSDOOR-E3489_P1.html"
"346";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13699-AVIS-SOC-GLASSDOOR-E3489_P1.html"
"346";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13699-AVIS-SOC-GLASSDOOR-E3489_P1.html"
"347";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"347";"nom_du_fichier_html";"13699-AVIS-SOC-GLASSDOOR-E3489_P2.html"
"347";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13699-AVIS-SOC-GLASSDOOR-E3489_P2.html"
"347";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13699-AVIS-SOC-GLASSDOOR-E3489_P2.html"
"348";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"348";"nom_du_fichier_html";"13699-INFO-EMP-LINKEDIN-FR-1613333804.html"
"348";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13699-INFO-EMP-LINKEDIN-FR-1613333804.html"
"348";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13699-INFO-EMP-LINKEDIN-FR-1613333804.html"
"349";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"349";"nom_du_fichier_html";"13699-INFO-SOC-GLASSDOOR-E3489_P1.html"
"349";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13699-INFO-SOC-GLASSDOOR-E3489_P1.html"
"349";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13699-INFO-SOC-GLASSDOOR-E3489_P1.html"
"350";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"350";"nom_du_fichier_html";"13700-AVIS-SOC-GLASSDOOR-E1127781_P1.html"
"350";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13700-AVIS-SOC-GLASSDOOR-E1127781_P1.html"
"350";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13700-AVIS-SOC-GLASSDOOR-E1127781_P1.html"
"351";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"351";"nom_du_fichier_html";"13700-AVIS-SOC-GLASSDOOR-E1127781_P2.html"
"351";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13700-AVIS-SOC-GLASSDOOR-E1127781_P2.html"
"351";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13700-AVIS-SOC-GLASSDOOR-E1127781_P2.html"
"352";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"352";"nom_du_fichier_html";"13700-INFO-EMP-LINKEDIN-FR-1607890296.html"
"352";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13700-INFO-EMP-LINKEDIN-FR-1607890296.html"
"352";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13700-INFO-EMP-LINKEDIN-FR-1607890296.html"
"353";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"353";"nom_du_fichier_html";"13700-INFO-SOC-GLASSDOOR-E1127781_P1.html"
"353";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13700-INFO-SOC-GLASSDOOR-E1127781_P1.html"
"353";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13700-INFO-SOC-GLASSDOOR-E1127781_P1.html"
"354";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"354";"nom_du_fichier_html";"13701-AVIS-SOC-GLASSDOOR-E1132974_P1.html"
"354";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13701-AVIS-SOC-GLASSDOOR-E1132974_P1.html"
"354";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13701-AVIS-SOC-GLASSDOOR-E1132974_P1.html"
"355";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"355";"nom_du_fichier_html";"13701-AVIS-SOC-GLASSDOOR-E1132974_P2.html"
"355";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13701-AVIS-SOC-GLASSDOOR-E1132974_P2.html"
"355";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13701-AVIS-SOC-GLASSDOOR-E1132974_P2.html"
"356";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"356";"nom_du_fichier_html";"13701-INFO-EMP-LINKEDIN-FR-1562348530.html"
"356";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13701-INFO-EMP-LINKEDIN-FR-1562348530.html"
"356";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13701-INFO-EMP-LINKEDIN-FR-1562348530.html"
"357";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"357";"nom_du_fichier_html";"13701-INFO-SOC-GLASSDOOR-E1132974_P1.html"
"357";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13701-INFO-SOC-GLASSDOOR-E1132974_P1.html"
"357";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13701-INFO-SOC-GLASSDOOR-E1132974_P1.html"
"358";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"358";"nom_du_fichier_html";"13702-AVIS-SOC-GLASSDOOR-E1159854_P1.html"
"358";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13702-AVIS-SOC-GLASSDOOR-E1159854_P1.html"
"358";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13702-AVIS-SOC-GLASSDOOR-E1159854_P1.html"
"359";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"359";"nom_du_fichier_html";"13702-INFO-EMP-LINKEDIN-FR-1181391775.html"
"359";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13702-INFO-EMP-LINKEDIN-FR-1181391775.html"
"359";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13702-INFO-EMP-LINKEDIN-FR-1181391775.html"
"360";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"360";"nom_du_fichier_html";"13702-INFO-SOC-GLASSDOOR-E1159854_P1.html"
"360";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13702-INFO-SOC-GLASSDOOR-E1159854_P1.html"
"360";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13702-INFO-SOC-GLASSDOOR-E1159854_P1.html"
"361";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"361";"nom_du_fichier_html";"13703-INFO-EMP-LINKEDIN-FR-1638949709.html"
"361";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13703-INFO-EMP-LINKEDIN-FR-1638949709.html"
"361";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13703-INFO-EMP-LINKEDIN-FR-1638949709.html"
"362";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"362";"nom_du_fichier_html";"13704-AVIS-SOC-GLASSDOOR-E9347_P1.html"
"362";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13704-AVIS-SOC-GLASSDOOR-E9347_P1.html"
"362";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13704-AVIS-SOC-GLASSDOOR-E9347_P1.html"
"363";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"363";"nom_du_fichier_html";"13704-AVIS-SOC-GLASSDOOR-E9347_P2.html"
"363";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13704-AVIS-SOC-GLASSDOOR-E9347_P2.html"
"363";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13704-AVIS-SOC-GLASSDOOR-E9347_P2.html"
"364";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"364";"nom_du_fichier_html";"13704-INFO-EMP-LINKEDIN-FR-1646252993.html"
"364";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13704-INFO-EMP-LINKEDIN-FR-1646252993.html"
"364";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13704-INFO-EMP-LINKEDIN-FR-1646252993.html"
"365";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"365";"nom_du_fichier_html";"13704-INFO-SOC-GLASSDOOR-E9347_P1.html"
"365";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13704-INFO-SOC-GLASSDOOR-E9347_P1.html"
"365";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13704-INFO-SOC-GLASSDOOR-E9347_P1.html"
"366";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"366";"nom_du_fichier_html";"13705-AVIS-SOC-GLASSDOOR-E2762239_P1.html"
"366";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13705-AVIS-SOC-GLASSDOOR-E2762239_P1.html"
"366";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13705-AVIS-SOC-GLASSDOOR-E2762239_P1.html"
"367";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"367";"nom_du_fichier_html";"13705-INFO-EMP-LINKEDIN-FR-1602917662.html"
"367";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13705-INFO-EMP-LINKEDIN-FR-1602917662.html"
"367";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13705-INFO-EMP-LINKEDIN-FR-1602917662.html"
"368";"date_heure_de_recuperation";"2025-10-13 16:00:15"
"368";"nom_du_fichier_html";"13705-INFO-SOC-GLASSDOOR-E2762239_P1.html"
