"cle_unique";"colonne";"valeur"
"148";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13614-INFO-SOC-GLASSDOOR-E230035_P1.html"
"148";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13614-INFO-SOC-GLASSDOOR-E230035_P1.html"
"149";"date_heure_de_recuperation";"2025-10-13 16:00:10"
"149";"nom_du_fichier_html";"13615-AVIS-SOC-GLASSDOOR-E6538_P1.html"
"149";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13615-AVIS-SOC-GLASSDOOR-E6538_P1.html"
"149";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13615-AVIS-SOC-GLASSDOOR-E6538_P1.html"
"150";"date_heure_de_recuperation";"2025-10-13 16:00:10"
"150";"nom_du_fichier_html";"13615-AVIS-SOC-GLASSDOOR-E6538_P2.html"
"150";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13615-AVIS-SOC-GLASSDOOR-E6538_P2.html"
"150";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13615-AVIS-SOC-GLASSDOOR-E6538_P2.html"
"151";"date_heure_de_recuperation";"2025-10-13 16:00:10"
"151";"nom_du_fichier_html";"13615-INFO-EMP-LINKEDIN-FR-1636623683.html"
"151";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13615-INFO-EMP-LINKEDIN-FR-1636623683.html"
"151";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13615-INFO-EMP-LINKEDIN-FR-1636623683.html"
"152";"date_heure_de_recuperation";"2025-10-13 16:00:10"
"152";"nom_du_fichier_html";"13615-INFO-SOC-GLASSDOOR-E6538_P1.html"
"152";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13615-INFO-SOC-GLASSDOOR-E6538_P1.html"
"152";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13615-INFO-SOC-GLASSDOOR-E6538_P1.html"
"153";"date_heure_de_recuperation";"2025-10-13 16:00:10"
"153";"nom_du_fichier_html";"13616-INFO-EMP-LINKEDIN-FR-1607807811.html"
"153";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13616-INFO-EMP-LINKEDIN-FR-1607807811.html"
"153";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13616-INFO-EMP-LINKEDIN-FR-1607807811.html"
"154";"date_heure_de_recuperation";"2025-10-13 16:00:10"
"154";"nom_du_fichier_html";"13617-AVIS-SOC-GLASSDOOR-E139323_P1.html"
"154";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13617-AVIS-SOC-GLASSDOOR-E139323_P1.html"
"154";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13617-AVIS-SOC-GLASSDOOR-E139323_P1.html"
"155";"date_heure_de_recuperation";"2025-10-13 16:00:10"
"155";"nom_du_fichier_html";"13617-INFO-EMP-LINKEDIN-FR-1566352908.html"
"155";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13617-INFO-EMP-LINKEDIN-FR-1566352908.html"
"155";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13617-INFO-EMP-LINKEDIN-FR-1566352908.html"
"156";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"156";"nom_du_fichier_html";"13617-INFO-SOC-GLASSDOOR-E139323_P1.html"
"156";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13617-INFO-SOC-GLASSDOOR-E139323_P1.html"
"156";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13617-INFO-SOC-GLASSDOOR-E139323_P1.html"
"157";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"157";"nom_du_fichier_html";"13618-AVIS-SOC-GLASSDOOR-E1136406_P1.html"
"157";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13618-AVIS-SOC-GLASSDOOR-E1136406_P1.html"
"157";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13618-AVIS-SOC-GLASSDOOR-E1136406_P1.html"
"158";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"158";"nom_du_fichier_html";"13618-INFO-EMP-LINKEDIN-FR-1605797277.html"
"158";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13618-INFO-EMP-LINKEDIN-FR-1605797277.html"
"158";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13618-INFO-EMP-LINKEDIN-FR-1605797277.html"
"159";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"159";"nom_du_fichier_html";"13618-INFO-SOC-GLASSDOOR-E1136406_P1.html"
"159";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13618-INFO-SOC-GLASSDOOR-E1136406_P1.html"
"159";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13618-INFO-SOC-GLASSDOOR-E1136406_P1.html"
"160";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"160";"nom_du_fichier_html";"13619-AVIS-SOC-GLASSDOOR-E800152_P1.html"
"160";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13619-AVIS-SOC-GLASSDOOR-E800152_P1.html"
"160";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13619-AVIS-SOC-GLASSDOOR-E800152_P1.html"
"161";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"161";"nom_du_fichier_html";"13619-AVIS-SOC-GLASSDOOR-E800152_P2.html"
"161";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13619-AVIS-SOC-GLASSDOOR-E800152_P2.html"
"161";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13619-AVIS-SOC-GLASSDOOR-E800152_P2.html"
"162";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"162";"nom_du_fichier_html";"13619-INFO-EMP-LINKEDIN-FR-1452023237.html"
"162";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13619-INFO-EMP-LINKEDIN-FR-1452023237.html"
"162";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13619-INFO-EMP-LINKEDIN-FR-1452023237.html"
"163";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"163";"nom_du_fichier_html";"13619-INFO-SOC-GLASSDOOR-E800152_P1.html"
"163";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13619-INFO-SOC-GLASSDOOR-E800152_P1.html"
"163";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13619-INFO-SOC-GLASSDOOR-E800152_P1.html"
"164";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"164";"nom_du_fichier_html";"13620-INFO-EMP-LINKEDIN-FR-1557974215.html"
"164";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13620-INFO-EMP-LINKEDIN-FR-1557974215.html"
"164";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13620-INFO-EMP-LINKEDIN-FR-1557974215.html"
"165";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"165";"nom_du_fichier_html";"13621-AVIS-SOC-GLASSDOOR-E1178969_P1.html"
"165";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13621-AVIS-SOC-GLASSDOOR-E1178969_P1.html"
"165";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13621-AVIS-SOC-GLASSDOOR-E1178969_P1.html"
"166";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"166";"nom_du_fichier_html";"13621-INFO-EMP-LINKEDIN-FR-1598812999.html"
"166";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13621-INFO-EMP-LINKEDIN-FR-1598812999.html"
"166";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13621-INFO-EMP-LINKEDIN-FR-1598812999.html"
"167";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"167";"nom_du_fichier_html";"13621-INFO-SOC-GLASSDOOR-E1178969_P1.html"
"167";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13621-INFO-SOC-GLASSDOOR-E1178969_P1.html"
"167";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13621-INFO-SOC-GLASSDOOR-E1178969_P1.html"
"168";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"168";"nom_du_fichier_html";"13622-AVIS-SOC-GLASSDOOR-E847875_P1.html"
"168";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13622-AVIS-SOC-GLASSDOOR-E847875_P1.html"
"168";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13622-AVIS-SOC-GLASSDOOR-E847875_P1.html"
"169";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"169";"nom_du_fichier_html";"13622-INFO-EMP-LINKEDIN-FR-1580548729.html"
"169";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13622-INFO-EMP-LINKEDIN-FR-1580548729.html"
"169";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13622-INFO-EMP-LINKEDIN-FR-1580548729.html"
"170";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"170";"nom_du_fichier_html";"13622-INFO-SOC-GLASSDOOR-E847875_P1.html"
"170";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13622-INFO-SOC-GLASSDOOR-E847875_P1.html"
"170";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13622-INFO-SOC-GLASSDOOR-E847875_P1.html"
"171";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"171";"nom_du_fichier_html";"13623-AVIS-SOC-GLASSDOOR-E1146056_P1.html"
"171";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13623-AVIS-SOC-GLASSDOOR-E1146056_P1.html"
"171";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13623-AVIS-SOC-GLASSDOOR-E1146056_P1.html"
"172";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"172";"nom_du_fichier_html";"13623-INFO-EMP-LINKEDIN-FR-1624707100.html"
"172";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13623-INFO-EMP-LINKEDIN-FR-1624707100.html"
"172";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13623-INFO-EMP-LINKEDIN-FR-1624707100.html"
"173";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"173";"nom_du_fichier_html";"13623-INFO-SOC-GLASSDOOR-E1146056_P1.html"
"173";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13623-INFO-SOC-GLASSDOOR-E1146056_P1.html"
"173";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13623-INFO-SOC-GLASSDOOR-E1146056_P1.html"
"174";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"174";"nom_du_fichier_html";"13624-AVIS-SOC-GLASSDOOR-E397805_P1.html"
"174";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13624-AVIS-SOC-GLASSDOOR-E397805_P1.html"
"174";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13624-AVIS-SOC-GLASSDOOR-E397805_P1.html"
"175";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"175";"nom_du_fichier_html";"13624-AVIS-SOC-GLASSDOOR-E397805_P2.html"
"175";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13624-AVIS-SOC-GLASSDOOR-E397805_P2.html"
"175";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13624-AVIS-SOC-GLASSDOOR-E397805_P2.html"
"176";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"176";"nom_du_fichier_html";"13624-INFO-EMP-LINKEDIN-FR-1644712187.html"
"176";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13624-INFO-EMP-LINKEDIN-FR-1644712187.html"
"176";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13624-INFO-EMP-LINKEDIN-FR-1644712187.html"
"177";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"177";"nom_du_fichier_html";"13624-INFO-SOC-GLASSDOOR-E397805_P1.html"
"177";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13624-INFO-SOC-GLASSDOOR-E397805_P1.html"
"177";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13624-INFO-SOC-GLASSDOOR-E397805_P1.html"
"178";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"178";"nom_du_fichier_html";"13625-AVIS-SOC-GLASSDOOR-E192082_P1.html"
"178";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13625-AVIS-SOC-GLASSDOOR-E192082_P1.html"
"178";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13625-AVIS-SOC-GLASSDOOR-E192082_P1.html"
"179";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"179";"nom_du_fichier_html";"13625-AVIS-SOC-GLASSDOOR-E192082_P2.html"
"179";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13625-AVIS-SOC-GLASSDOOR-E192082_P2.html"
"179";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13625-AVIS-SOC-GLASSDOOR-E192082_P2.html"
"180";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"180";"nom_du_fichier_html";"13625-INFO-EMP-LINKEDIN-FR-1626444838.html"
"180";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13625-INFO-EMP-LINKEDIN-FR-1626444838.html"
"180";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13625-INFO-EMP-LINKEDIN-FR-1626444838.html"
"181";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"181";"nom_du_fichier_html";"13625-INFO-SOC-GLASSDOOR-E192082_P1.html"
"181";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13625-INFO-SOC-GLASSDOOR-E192082_P1.html"
"181";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13625-INFO-SOC-GLASSDOOR-E192082_P1.html"
"182";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"182";"nom_du_fichier_html";"13626-AVIS-SOC-GLASSDOOR-E3765_P1.html"
"182";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13626-AVIS-SOC-GLASSDOOR-E3765_P1.html"
"182";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13626-AVIS-SOC-GLASSDOOR-E3765_P1.html"
"183";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"183";"nom_du_fichier_html";"13626-AVIS-SOC-GLASSDOOR-E3765_P2.html"
"183";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13626-AVIS-SOC-GLASSDOOR-E3765_P2.html"
"183";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13626-AVIS-SOC-GLASSDOOR-E3765_P2.html"
"184";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"184";"nom_du_fichier_html";"13626-INFO-EMP-LINKEDIN-FR-1611186233.html"
"184";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13626-INFO-EMP-LINKEDIN-FR-1611186233.html"
"184";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13626-INFO-EMP-LINKEDIN-FR-1611186233.html"
"185";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"185";"nom_du_fichier_html";"13626-INFO-SOC-GLASSDOOR-E3765_P1.html"
"185";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13626-INFO-SOC-GLASSDOOR-E3765_P1.html"
"185";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13626-INFO-SOC-GLASSDOOR-E3765_P1.html"
"186";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"186";"nom_du_fichier_html";"13627-AVIS-SOC-GLASSDOOR-E253618_P1.html"
"186";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13627-AVIS-SOC-GLASSDOOR-E253618_P1.html"
"186";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13627-AVIS-SOC-GLASSDOOR-E253618_P1.html"
"187";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"187";"nom_du_fichier_html";"13627-INFO-EMP-LINKEDIN-FR-1325714075.html"
"187";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13627-INFO-EMP-LINKEDIN-FR-1325714075.html"
"187";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13627-INFO-EMP-LINKEDIN-FR-1325714075.html"
"188";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"188";"nom_du_fichier_html";"13627-INFO-SOC-GLASSDOOR-E253618_P1.html"
"188";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13627-INFO-SOC-GLASSDOOR-E253618_P1.html"
"188";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13627-INFO-SOC-GLASSDOOR-E253618_P1.html"
"189";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"189";"nom_du_fichier_html";"13628-AVIS-SOC-GLASSDOOR-E235643_P1.html"
"189";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13628-AVIS-SOC-GLASSDOOR-E235643_P1.html"
"189";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13628-AVIS-SOC-GLASSDOOR-E235643_P1.html"
"190";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"190";"nom_du_fichier_html";"13628-AVIS-SOC-GLASSDOOR-E235643_P2.html"
"190";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13628-AVIS-SOC-GLASSDOOR-E235643_P2.html"
"190";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13628-AVIS-SOC-GLASSDOOR-E235643_P2.html"
"191";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"191";"nom_du_fichier_html";"13628-INFO-EMP-LINKEDIN-FR-1599908905.html"
"191";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13628-INFO-EMP-LINKEDIN-FR-1599908905.html"
"191";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13628-INFO-EMP-LINKEDIN-FR-1599908905.html"
"192";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"192";"nom_du_fichier_html";"13628-INFO-SOC-GLASSDOOR-E235643_P1.html"
"192";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13628-INFO-SOC-GLASSDOOR-E235643_P1.html"
"192";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13628-INFO-SOC-GLASSDOOR-E235643_P1.html"
"193";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"193";"nom_du_fichier_html";"13629-AVIS-SOC-GLASSDOOR-E474142_P1.html"
"193";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13629-AVIS-SOC-GLASSDOOR-E474142_P1.html"
"193";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13629-AVIS-SOC-GLASSDOOR-E474142_P1.html"
"194";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"194";"nom_du_fichier_html";"13629-INFO-EMP-LINKEDIN-FR-1586991262.html"
"194";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13629-INFO-EMP-LINKEDIN-FR-1586991262.html"
"194";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13629-INFO-EMP-LINKEDIN-FR-1586991262.html"
"195";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"195";"nom_du_fichier_html";"13629-INFO-SOC-GLASSDOOR-E474142_P1.html"
"195";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13629-INFO-SOC-GLASSDOOR-E474142_P1.html"
"195";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13629-INFO-SOC-GLASSDOOR-E474142_P1.html"
"196";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"196";"nom_du_fichier_html";"13630-AVIS-SOC-GLASSDOOR-E456207_P1.html"
"196";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13630-AVIS-SOC-GLASSDOOR-E456207_P1.html"
"196";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13630-AVIS-SOC-GLASSDOOR-E456207_P1.html"
"197";"date_heure_de_recuperation";"2025-10-13 16:00:11"
"197";"nom_du_fichier_html";"13630-INFO-EMP-LINKEDIN-FR-1609025951.html"
"197";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13630-INFO-EMP-LINKEDIN-FR-1609025951.html"
"197";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13630-INFO-EMP-LINKEDIN-FR-1609025951.html"
"198";"date_heure_de_recuperation";"2025-10-13 16:00:12"
"198";"nom_du_fichier_html";"13630-INFO-SOC-GLASSDOOR-E456207_P1.html"
"198";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13630-INFO-SOC-GLASSDOOR-E456207_P1.html"
"198";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13630-INFO-SOC-GLASSDOOR-E456207_P1.html"
"199";"date_heure_de_recuperation";"2025-10-13 16:00:12"
"199";"nom_du_fichier_html";"13631-INFO-EMP-LINKEDIN-FR-1538177251.html"
"199";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13631-INFO-EMP-LINKEDIN-FR-1538177251.html"
"199";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13631-INFO-EMP-LINKEDIN-FR-1538177251.html"
"200";"date_heure_de_recuperation";"2025-10-13 16:00:12"
"200";"nom_du_fichier_html";"13632-INFO-EMP-LINKEDIN-FR-1535829222.html"
"200";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13632-INFO-EMP-LINKEDIN-FR-1535829222.html"
"200";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13632-INFO-EMP-LINKEDIN-FR-1535829222.html"
"201";"date_heure_de_recuperation";"2025-10-13 16:00:12"
"201";"nom_du_fichier_html";"13633-AVIS-SOC-GLASSDOOR-E672181_P1.html"
"201";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13633-AVIS-SOC-GLASSDOOR-E672181_P1.html"
"201";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13633-AVIS-SOC-GLASSDOOR-E672181_P1.html"
"202";"date_heure_de_recuperation";"2025-10-13 16:00:12"
"202";"nom_du_fichier_html";"13633-AVIS-SOC-GLASSDOOR-E672181_P2.html"
"202";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13633-AVIS-SOC-GLASSDOOR-E672181_P2.html"
"202";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/AVI\13633-AVIS-SOC-GLASSDOOR-E672181_P2.html"
"203";"date_heure_de_recuperation";"2025-10-13 16:00:12"
"203";"nom_du_fichier_html";"13633-INFO-EMP-LINKEDIN-FR-1595461423.html"
"203";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13633-INFO-EMP-LINKEDIN-FR-1595461423.html"
"203";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/LINKEDIN/EMP\13633-INFO-EMP-LINKEDIN-FR-1595461423.html"
"204";"date_heure_de_recuperation";"2025-10-13 16:00:12"
"204";"nom_du_fichier_html";"13633-INFO-SOC-GLASSDOOR-E672181_P1.html"
"204";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13633-INFO-SOC-GLASSDOOR-E672181_P1.html"
"204";"localisation_du_fichier_html";"TD_DATALAKE/DATALAKE/1_LANDING_ZONE/GLASSDOOR/SOC\13633-INFO-SOC-GLASSDOOR-E672181_P1.html"
"205";"date_heure_de_recuperation";"2025-10-13 16:00:12"
"205";"nom_du_fichier_html";"13634-AVIS-SOC-GLASSDOOR-E7633_P1.html"
"205";"provenance_du_fichier_html";"TD_DATALAKE/DATALAKE/0_SOURCE_WEB\13634-AVIS-SOC-GLASSDOOR-E7633_P1.html"
